"filing_year","area","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2013,8,699,2.290,16,7,676,81,595,2378.430,76,121,190,150,139,16,660,587,89,69,20,372,304,330,257,42,47,37,32,5,15,224,119,333,217,119,251,7,0,82,57,619,52,535,5,84
2013,9,17,1.810,3,0,14,0,14,1952.910,0,1,9,4,0,2,12,12,2,2,0,8,6,8,4,0,2,0,2,0,0,5,1,8,5,1,6,0,0,2,2,12,2,10,0,2
2013,10,63,1.810,10,0,53,11,42,3126,11,4,12,16,10,5,48,47,6,5,1,36,17,32,15,4,2,3,2,1,0,11,5,37,11,5,31,0,0,6,13,40,12,35,1,5
2013,11,82,2.360,8,1,73,18,55,1800,19,11,25,10,8,15,58,61,12,11,1,40,33,32,29,8,4,8,3,0,1,19,8,46,19,8,34,0,0,12,10,63,10,51,0,12
2013,12,23,2.530,2,1,20,5,15,2732.500,6,2,4,5,3,3,17,17,3,3,0,12,8,12,5,0,3,0,3,0,0,8,3,9,8,3,6,0,0,3,2,18,2,15,0,3
2013,13,58,1.800,7,0,51,16,35,2567.470,16,4,13,13,5,12,39,47,4,3,1,29,22,29,18,0,4,0,3,0,1,19,2,30,19,2,26,0,0,4,4,47,4,43,0,4
2013,14,260,2.470,15,3,242,42,200,2050,47,34,85,51,25,31,211,205,37,33,4,161,81,137,68,24,13,23,10,1,3,101,16,125,99,16,90,2,0,35,17,225,14,191,3,34
2013,15,305,2.960,39,2,264,56,208,2025.680,53,27,99,43,42,67,197,235,29,25,4,183,81,162,73,21,8,19,6,2,2,95,13,156,93,13,129,2,0,27,18,246,18,217,0,29
2013,16,297,2.720,32,2,263,61,202,1925,62,31,101,48,21,47,216,228,35,26,9,166,97,146,82,20,15,17,9,3,6,92,23,148,89,22,117,3,1,31,21,242,19,209,2,33
2013,17,124,3.280,16,3,105,36,69,2458.950,35,6,29,22,13,26,79,84,21,20,1,70,35,57,27,13,8,13,7,0,1,40,8,57,36,8,40,4,0,17,6,99,5,79,1,20
2013,18,49,2.770,8,0,41,18,23,1350,18,5,13,3,2,11,30,33,8,8,0,23,18,21,12,2,6,2,6,0,0,15,4,22,15,4,14,0,0,8,3,38,3,30,0,8
2013,19,401,3.490,78,3,320,110,210,2243.500,112,28,86,67,27,95,225,277,43,34,9,205,115,176,101,29,14,26,8,3,6,108,24,188,103,24,150,5,0,38,24,296,23,254,1,42
2013,20,177,4.470,16,1,160,37,123,1900,37,13,70,32,8,45,115,136,24,16,8,97,63,86,50,11,13,10,6,1,7,62,11,87,62,10,64,0,1,23,11,149,10,126,1,23
2013,21,215,2.640,24,4,187,53,134,2157.500,51,20,63,39,14,59,128,163,24,20,4,124,63,105,58,19,5,19,1,0,4,67,19,101,64,19,80,3,0,21,16,171,14,149,2,22
2013,22,349,1.800,31,6,312,88,224,1900,91,36,105,66,14,56,256,273,39,31,8,188,124,171,102,17,22,16,15,1,7,116,25,171,114,25,134,2,0,37,17,295,14,259,3,36
2013,23,703,5.870,63,5,635,171,464,2078.410,171,71,213,113,67,248,387,561,74,50,24,421,214,384,177,37,37,27,23,10,14,243,34,358,241,33,287,2,1,71,37,598,36,525,1,73
2013,24,396,1.670,31,8,357,87,270,2234.860,91,48,98,81,39,70,287,308,49,32,17,176,181,156,152,20,29,15,17,5,12,82,39,236,78,39,191,4,0,45,14,343,13,295,1,48
2013,25,1738,8.100,107,19,1612,240,1372,1700,227,280,700,298,107,471,1141,1432,180,142,38,1019,593,945,487,74,106,67,75,7,31,550,103,959,540,102,790,10,1,169,138,1474,134,1298,4,176
2013,26,366,7.900,12,2,352,70,282,1800,70,56,135,69,22,128,224,315,37,30,7,245,107,227,88,18,19,16,14,2,5,154,29,169,149,29,137,5,0,32,27,325,27,288,0,37
2013,27,379,7.050,30,7,342,72,270,1543,67,92,103,58,22,59,283,304,38,24,14,189,153,171,133,18,20,15,9,3,11,105,65,172,104,65,135,1,0,37,29,313,27,277,2,36
2013,28,545,3.210,28,6,511,97,414,2202.160,91,126,99,129,66,21,490,427,84,55,29,264,247,235,192,29,55,22,33,7,22,166,83,262,161,79,187,5,4,75,39,472,35,392,4,80
2013,29,644,7.150,62,7,575,124,451,2042.500,124,73,198,115,65,208,367,513,62,47,15,406,169,380,133,26,36,23,24,3,12,226,30,319,224,28,261,2,2,58,35,540,35,478,0,62
2013,30,369,3.220,56,2,311,88,223,1540,86,43,121,48,13,135,176,269,42,27,15,196,115,174,95,22,20,17,10,5,10,116,14,181,116,14,139,0,0,42,27,284,27,242,0,42
2013,31,184,2.070,30,3,151,46,105,1625,46,22,48,27,8,47,104,133,18,15,3,85,66,78,55,7,11,5,10,2,1,51,12,88,51,12,70,0,0,18,11,140,11,122,0,18
2013,32,249,2.720,3,3,243,18,225,3718.790,18,8,52,96,69,6,237,209,34,33,1,108,135,96,113,12,22,12,21,0,1,55,44,144,55,43,111,0,1,33,25,218,25,184,0,34
2013,33,274,4.680,14,3,257,37,220,3020,37,15,70,77,58,10,247,216,41,38,3,129,128,117,99,12,29,12,26,0,3,81,31,145,80,31,105,1,0,40,23,234,23,193,0,41
2013,34,54,1.580,0,1,53,11,42,1244.780,11,17,15,6,4,4,49,43,10,2,8,28,25,26,17,2,8,2,0,0,8,22,10,21,22,10,11,0,0,10,3,50,3,40,0,10
2013,35,468,5.660,6,1,461,69,392,1105.740,43,179,144,53,42,9,452,418,43,19,24,241,220,229,189,12,31,10,9,2,22,176,107,178,175,105,138,1,2,40,20,441,19,399,1,42
2013,36,142,6.150,4,1,137,33,104,1646,27,24,58,21,7,5,132,116,21,9,12,81,56,74,42,7,14,5,4,2,10,59,19,59,59,19,38,0,0,21,12,125,11,105,1,20
2013,37,60,7.040,0,0,60,19,41,1088,19,20,10,6,5,14,46,54,6,3,3,36,24,34,20,2,4,2,1,0,3,21,9,30,21,9,24,0,0,6,0,60,0,54,0,6
2013,38,556,7.030,21,4,531,91,440,1780,92,125,144,108,62,65,466,464,67,50,17,313,218,288,176,25,42,22,28,3,14,185,67,279,182,64,218,3,3,61,48,483,47,417,1,66
2013,39,387,5.770,9,5,373,38,335,1908,36,64,145,56,72,28,345,345,28,21,7,225,148,208,137,17,11,14,7,3,4,120,50,203,117,49,179,3,1,24,41,332,41,304,0,28
2013,40,352,8.930,11,4,337,51,286,2068.750,48,42,132,79,36,54,283,301,36,26,10,234,103,221,80,13,23,12,14,1,9,126,21,190,121,19,161,5,2,29,31,306,31,270,0,36
2013,41,345,3.830,4,2,339,37,302,1960.940,31,63,124,75,46,11,328,302,37,33,4,172,167,155,147,17,20,17,16,0,4,107,60,172,106,59,137,1,1,35,29,310,27,275,2,35
2013,42,491,6.080,27,3,461,88,373,1934.850,87,84,142,103,45,105,356,411,50,39,11,275,186,252,159,23,27,21,18,2,9,138,35,288,137,34,240,1,1,48,30,431,30,381,0,50
2013,43,2038,9.680,64,21,1953,345,1608,1700,337,275,872,326,143,228,1725,1805,148,125,23,1286,667,1209,596,77,71,70,55,7,16,705,151,1097,695,149,961,10,2,136,160,1793,158,1647,2,146
2013,44,783,7.940,32,10,741,136,605,1580,135,107,345,114,40,124,617,682,59,52,7,513,228,478,204,35,24,33,19,2,5,255,29,457,251,28,403,4,1,54,61,680,59,623,2,57
2013,45,79,5.400,6,1,72,11,61,1881,8,11,32,13,8,27,45,58,14,10,4,47,25,42,16,5,9,5,5,0,4,27,2,43,26,2,30,1,0,13,8,64,8,50,0,14
2013,46,509,7.090,30,7,472,94,378,1844,91,67,189,89,36,151,321,422,50,40,10,327,145,308,114,19,31,16,24,3,7,177,23,272,177,23,222,0,0,50,34,438,34,388,0,50
2013,47,26,4.720,0,0,26,10,16,1950,10,4,6,4,2,15,11,23,3,2,1,18,8,18,5,0,3,0,2,0,1,8,1,17,8,1,14,0,0,3,1,25,1,22,0,3
2013,48,63,4.320,7,2,54,17,37,2370,17,4,15,14,4,23,31,48,6,6,0,31,23,27,21,4,2,4,2,0,0,13,4,37,13,4,31,0,0,6,7,47,7,41,0,6
2013,49,541,7.590,34,3,504,96,408,1623.550,96,62,250,70,26,201,303,451,53,39,14,329,175,306,145,23,30,19,20,4,10,209,61,234,208,60,183,1,1,51,46,458,45,406,1,52
2013,50,80,4.620,4,1,75,9,66,720.050,8,39,12,10,6,16,59,69,6,4,2,40,35,38,31,2,4,2,2,0,2,29,17,29,28,17,24,1,0,5,3,72,3,66,0,6
2013,51,106,5.350,5,2,99,22,77,1302.600,22,22,34,12,9,26,73,91,8,4,4,66,33,65,26,1,7,1,3,0,4,43,13,43,43,12,36,0,1,7,12,87,12,79,0,8
2013,52,78,3.490,10,0,68,20,48,2000,21,9,25,12,1,34,34,59,9,8,1,44,24,39,20,5,4,5,3,0,1,25,4,39,22,4,33,3,0,6,4,64,4,55,0,9
2013,53,244,6.320,33,1,210,60,150,1750,59,30,82,25,14,115,95,197,13,10,3,129,81,122,75,7,6,6,4,1,2,66,15,129,66,15,116,0,0,13,18,192,18,179,0,13
2013,54,238,11.340,2,1,235,31,204,404.470,32,160,24,17,2,2,233,214,21,4,17,173,62,169,45,4,17,2,2,2,15,147,18,70,146,18,50,1,0,20,13,222,13,201,0,21
2013,55,27,2.570,2,0,25,9,16,1612.500,9,3,10,2,1,7,18,23,2,0,2,12,13,12,11,0,2,0,0,0,2,5,5,15,5,4,14,0,1,1,2,23,2,21,0,2
2013,56,81,3.550,10,0,71,34,37,2575,31,5,14,18,3,13,58,60,11,10,1,41,30,33,27,8,3,7,3,1,0,21,10,40,21,9,30,0,1,10,5,66,4,56,1,10
2013,57,49,3.080,5,0,44,16,28,1950.680,17,4,15,8,0,18,26,37,7,7,0,27,17,23,14,4,3,4,3,0,0,15,2,27,15,2,20,0,0,7,4,40,4,33,0,7
2013,58,227,3.400,23,0,204,68,136,1400,66,33,70,23,12,95,109,174,30,24,6,133,71,123,51,10,20,9,15,1,5,67,13,124,66,12,96,1,1,28,12,192,11,163,1,29
2013,59,68,2.890,1,0,67,17,50,1600,16,6,31,12,2,25,42,58,9,7,2,43,24,40,18,3,6,3,4,0,2,25,7,35,24,7,27,1,0,8,2,65,2,56,0,9
2013,60,148,2.160,9,1,138,40,98,1675,38,21,45,23,11,43,95,120,18,16,2,92,46,84,36,8,10,8,8,0,2,45,10,83,44,10,66,1,0,17,11,127,10,110,1,17
2013,61,347,4.210,46,1,300,69,231,2000,69,43,96,70,22,140,160,269,31,26,5,207,93,190,79,17,14,14,12,3,2,108,15,177,107,15,147,1,0,30,28,272,27,242,1,30
2013,62,59,4.200,9,0,50,19,31,2102.880,18,3,15,11,3,12,38,44,6,5,1,27,23,25,19,2,4,2,3,0,1,21,8,21,20,8,16,1,0,5,2,48,2,42,0,6
2013,63,153,3.400,12,0,141,37,104,1575.570,40,19,58,20,4,50,91,122,19,13,6,90,51,81,41,9,10,9,4,0,6,59,8,74,59,8,55,0,0,19,12,129,12,110,0,19
2013,64,83,3.290,6,0,77,17,60,2237.500,17,9,23,16,12,21,56,66,11,10,1,45,32,39,27,6,5,6,4,0,1,24,7,46,23,7,36,1,0,10,6,71,6,60,0,11
2013,65,113,4.750,27,0,86,27,59,1800,27,9,28,16,6,22,64,76,10,10,0,48,38,43,33,5,5,5,5,0,0,30,9,47,29,9,38,1,0,9,8,78,8,68,0,10
2013,66,712,7.110,55,7,650,89,561,1560,89,109,303,96,53,179,471,579,71,60,11,437,213,399,180,38,33,36,24,2,9,224,37,389,219,37,323,5,0,66,52,598,50,529,2,69
2013,67,384,6.350,50,3,331,119,212,2484,118,23,85,72,33,182,149,284,47,41,6,219,112,202,82,17,30,15,26,2,4,122,25,184,121,25,138,1,0,46,27,304,27,257,0,47
2013,68,541,6.490,40,6,495,126,369,1705,127,94,139,93,42,222,273,446,49,39,10,344,151,317,129,27,22,24,15,3,7,194,32,269,192,32,222,2,0,47,36,459,35,411,1,48
2013,69,777,8.360,71,5,701,191,510,1800,193,98,247,108,55,143,558,636,65,46,19,465,236,441,195,24,41,20,26,4,15,257,46,398,253,45,338,4,1,60,54,647,53,583,1,64
2013,70,136,7.080,28,2,106,31,75,2520,31,10,26,26,13,30,76,94,12,11,1,60,46,56,38,4,8,3,8,1,0,29,8,69,28,8,58,1,0,11,6,100,5,89,1,11
2013,71,742,7.150,51,3,688,98,590,1834.500,96,90,314,129,59,168,520,634,54,46,8,464,224,438,196,26,28,23,23,3,5,241,42,405,239,41,354,2,1,51,58,630,58,576,0,54
2013,72,62,4,12,3,47,8,39,2475,8,3,17,12,7,10,37,35,12,11,1,25,22,18,17,7,5,7,4,0,1,9,4,34,8,4,23,1,0,11,3,44,2,33,1,11
2013,73,174,5.360,14,1,159,29,130,2161,27,9,70,35,18,50,109,139,20,19,1,102,57,94,45,8,12,7,12,1,0,55,5,99,55,5,79,0,0,20,8,151,8,131,0,20
2013,74,35,3.760,2,0,33,3,30,1999.400,3,8,14,4,4,4,29,31,2,2,0,20,13,19,12,1,1,1,1,0,0,15,5,13,15,5,11,0,0,2,4,29,4,27,0,2
2013,75,141,6.020,19,1,121,37,84,2400,36,12,31,31,11,25,96,102,19,17,2,87,34,75,27,12,7,12,5,0,2,48,8,65,47,8,47,1,0,18,8,113,8,94,0,19
2013,76,114,3.370,7,0,107,9,98,1767.440,8,22,50,21,6,8,99,99,8,8,0,53,54,52,47,1,7,1,7,0,0,37,26,44,37,26,36,0,0,8,10,97,10,89,0,8
2013,77,541,2.700,14,3,524,51,473,1865,51,56,262,105,50,25,499,479,45,35,10,295,229,270,209,25,20,25,10,0,10,177,87,260,176,87,216,1,0,44,65,459,64,415,1,44
2014,1,636,3.250,70,5,561,68,493,2042.050,69,77,232,139,44,38,523,502,59,50,9,324,237,306,196,18,41,17,33,1,8,193,83,285,192,82,228,1,1,57,49,512,48,454,1,58
2014,2,451,3.220,68,3,380,59,321,2625,60,29,122,117,52,55,325,334,46,41,5,233,147,211,123,22,24,20,21,2,3,125,64,191,124,63,147,1,1,44,34,346,33,301,1,45
2014,3,435,1.950,24,4,407,68,339,1755,67,74,159,78,29,17,390,365,42,23,19,217,190,203,162,14,28,11,12,3,16,128,78,201,127,77,161,1,1,40,33,374,30,335,3,39
2014,4,140,1.230,20,1,119,24,95,2098.500,23,15,45,25,11,12,107,102,17,15,2,67,52,62,40,5,12,4,11,1,1,43,21,55,42,21,39,1,0,16,8,111,7,95,1,16
2014,5,49,0.680,7,0,42,8,34,3385,7,0,13,12,10,4,38,34,8,8,0,30,12,23,11,7,1,7,1,0,0,11,2,29,11,2,21,0,0,8,6,36,5,29,1,7
2014,6,313,0.900,12,3,298,30,268,2422.410,29,27,110,90,42,18,280,270,28,22,6,141,157,132,138,9,19,9,13,0,6,89,66,143,85,64,121,4,2,22,25,273,23,247,2,26
2014,7,163,0.870,6,4,153,22,131,2617,22,20,43,39,29,5,148,137,16,13,3,69,84,61,76,8,8,7,6,1,2,28,38,87,27,38,72,1,0,15,12,141,12,125,0,16
2014,8,572,1.810,29,7,536,54,482,2769.110,54,84,143,136,119,8,528,468,68,56,12,266,270,240,228,26,42,25,31,1,11,164,123,249,159,123,186,5,0,63,49,487,46,422,3,65
2014,9,12,1.260,1,1,10,0,10,1954,0,2,5,2,1,1,9,10,0,0,0,8,2,8,2,0,0,0,0,0,0,3,2,5,3,2,5,0,0,0,1,9,1,9,0,0
2014,10,61,1.750,9,0,52,10,42,2530,10,5,16,7,14,6,46,44,8,7,1,39,13,35,9,4,4,3,4,1,0,23,6,23,21,6,17,2,0,6,2,50,2,42,0,8
2014,11,77,2.150,11,2,64,18,46,2272.500,18,8,21,11,6,14,50,53,11,11,0,37,27,31,22,6,5,6,5,0,0,26,9,29,26,9,18,0,0,11,3,61,3,50,0,11
2014,12,26,2.940,9,0,17,6,11,1600,6,3,6,1,1,4,13,16,1,1,0,9,8,9,7,0,1,0,1,0,0,3,2,12,3,2,11,0,0,1,2,15,2,14,0,1
2014,13,41,1.240,7,1,33,6,27,2600,6,5,7,14,1,6,27,29,4,3,1,23,10,19,10,4,0,3,0,1,0,10,6,17,10,6,13,0,0,4,5,28,5,24,0,4
2014,14,252,2.410,43,5,204,48,156,1950,49,33,65,43,14,30,174,181,23,18,5,133,71,117,64,16,7,13,5,3,2,74,24,106,74,24,83,0,0,23,15,189,14,167,1,22
2014,15,247,2.410,50,1,196,45,151,1855,44,26,75,31,20,48,148,163,33,27,6,125,71,109,54,16,17,15,12,1,5,66,28,102,64,27,72,2,1,30,10,186,10,153,0,33
2014,16,263,2.380,40,1,222,45,177,2000,46,25,93,42,16,33,189,185,37,26,11,131,91,112,73,19,18,16,10,3,8,78,27,117,75,26,84,3,1,33,14,208,14,171,0,37
2014,17,110,2.830,18,1,91,20,71,2580,20,9,25,26,11,19,72,77,14,10,4,53,38,48,29,5,9,4,6,1,3,21,15,55,21,15,41,0,0,14,8,83,7,70,1,13
2014,18,52,2.950,12,0,40,13,27,2203.260,12,5,10,10,3,5,35,33,7,4,3,19,21,19,14,0,7,0,4,0,3,11,6,23,11,6,16,0,0,7,1,39,1,32,0,7
2014,19,400,3.500,86,1,313,72,241,2070,73,31,120,67,22,99,214,284,29,24,5,212,101,202,82,10,19,10,14,0,5,127,35,151,126,35,123,1,0,28,15,298,15,269,0,29
2014,20,148,3.720,27,2,119,30,89,1800,29,16,45,27,2,38,81,107,12,9,3,73,46,67,40,6,6,5,4,1,2,40,17,62,38,17,52,2,0,10,8,111,8,99,0,12
2014,21,200,2.410,31,0,169,40,129,2122.500,39,18,58,38,16,36,133,143,26,17,9,99,70,87,56,12,14,9,8,3,6,54,28,87,52,28,63,2,0,24,15,154,13,130,2,24
2014,22,331,1.720,55,2,274,83,191,2150,79,35,73,61,26,65,209,236,38,26,12,157,117,142,94,15,23,13,13,2,10,81,35,158,81,35,120,0,0,38,19,255,17,219,2,36
2014,23,661,5.560,101,6,554,152,402,1800,151,78,187,106,32,195,359,501,53,45,8,359,195,339,162,20,33,19,26,1,7,196,68,290,194,68,239,2,0,51,43,511,43,458,0,53
2014,24,364,1.530,42,7,315,73,242,2295,74,49,81,63,48,51,264,276,39,31,8,182,133,168,108,14,25,14,17,0,8,97,44,174,96,44,136,1,0,38,21,294,21,255,0,39
2014,25,1692,7.960,210,7,1475,206,1269,1700,209,231,656,256,123,367,1108,1320,155,134,21,903,572,840,480,63,92,56,78,7,14,457,189,829,450,188,682,7,1,147,118,1357,115,1205,3,152
2014,26,408,8.970,40,4,364,61,303,2000,61,44,146,71,42,131,233,326,38,33,5,234,130,217,109,17,21,15,18,2,3,135,44,185,133,43,150,2,1,35,32,332,30,296,2,36
2014,27,422,7.760,41,2,379,57,322,1616.350,57,98,115,64,45,76,303,344,35,31,4,204,175,195,149,9,26,9,22,0,4,119,89,171,118,88,138,1,1,33,22,357,21,323,1,34
2014,28,481,2.720,40,4,437,82,355,2460.440,77,97,83,104,76,15,422,366,71,33,38,234,203,213,153,21,50,16,17,5,33,145,78,214,142,75,149,3,3,65,27,410,25,341,2,69
2014,29,638,7.070,70,7,561,108,453,2200,107,58,202,124,70,187,374,506,55,40,15,365,196,349,157,16,39,13,27,3,12,210,66,285,208,66,232,2,0,53,55,506,55,451,0,55
2014,30,385,3.310,48,2,335,77,258,1607,76,62,116,64,17,136,199,296,39,25,14,223,112,206,90,17,22,12,13,5,9,140,41,154,138,40,118,2,1,36,27,308,27,269,0,39
2014,31,184,2.080,22,1,161,41,120,1880,40,25,62,29,5,50,111,152,9,9,0,92,69,90,62,2,7,2,7,0,0,59,24,78,59,24,69,0,0,9,12,149,12,140,0,9
2014,32,274,2.760,12,0,262,12,250,3464.430,11,19,65,95,72,7,255,237,25,24,1,103,159,96,141,7,18,6,18,1,0,61,75,126,59,74,104,2,1,22,23,239,22,215,1,24
2014,33,278,4.590,22,4,252,38,214,3069.090,35,37,58,70,52,4,248,210,42,34,8,139,113,121,89,18,24,17,17,1,7,91,50,111,89,49,72,2,1,39,21,231,20,190,1,41
2014,34,91,2.660,6,0,85,7,78,483.490,5,51,16,7,6,8,77,76,9,6,3,39,46,37,39,2,7,1,5,1,2,26,32,27,26,32,18,0,0,9,5,80,5,71,0,9
2014,35,453,5.470,23,3,427,41,386,1366.620,41,119,184,56,27,10,417,396,31,21,10,230,197,219,177,11,20,8,13,3,7,165,109,153,163,109,124,2,0,29,27,400,26,370,1,30
2014,36,197,8.250,15,1,181,9,172,1837.970,9,24,96,42,10,4,177,169,12,10,2,100,81,92,77,8,4,8,2,0,2,75,39,67,74,39,56,1,0,11,9,172,9,160,0,12
2014,37,66,7.890,3,0,63,15,48,788.990,13,28,14,6,2,10,53,55,8,4,4,34,29,30,25,4,4,2,2,2,2,22,19,22,22,19,14,0,0,8,2,61,2,53,0,8
2014,38,482,5.950,52,3,427,37,390,1890.750,37,92,148,95,55,51,376,383,44,39,5,248,179,236,147,12,32,11,28,1,4,143,67,217,139,65,179,4,2,38,29,398,28,355,1,43
2014,39,385,5.680,19,5,361,28,333,1819.700,28,66,156,74,37,19,342,329,32,28,4,201,160,183,146,18,14,17,11,1,3,86,60,215,84,60,185,2,0,30,34,327,32,297,2,30
2014,40,354,8.670,27,5,322,38,284,2138.500,38,33,132,90,29,35,287,294,28,22,6,213,109,202,92,11,17,9,13,2,4,111,33,178,110,33,151,1,0,27,26,296,25,269,1,27
2014,41,356,3.930,16,0,340,24,316,1894.800,22,54,166,66,32,13,327,309,31,26,5,183,157,170,139,13,18,12,14,1,4,112,69,159,111,69,129,1,0,30,29,311,29,280,0,31
2014,42,574,7.060,59,6,509,81,428,2000,81,86,173,113,56,89,420,455,54,44,10,319,190,299,156,20,34,18,26,2,8,180,64,265,179,62,214,1,2,51,39,470,39,416,0,54
2014,43,1792,8.590,107,6,1679,288,1391,1723,284,226,730,317,122,181,1498,1540,139,114,25,1051,628,995,545,56,83,50,64,6,19,569,211,899,562,209,769,7,2,130,125,1554,123,1417,2,137
2014,44,856,8.830,55,2,799,117,682,1577,111,129,382,123,54,126,673,735,64,53,11,485,314,455,280,30,34,24,29,6,5,238,103,458,233,103,399,5,0,59,68,731,66,669,2,62
2014,45,85,5.780,18,0,67,9,58,1828.420,9,6,28,16,8,19,48,61,6,5,1,38,29,35,26,3,3,2,3,1,0,20,10,37,20,10,31,0,0,6,6,61,6,55,0,6
2014,46,532,7.560,54,4,474,93,381,2060,86,53,191,106,38,171,303,432,42,36,6,317,157,302,130,15,27,14,22,1,5,184,62,228,183,60,189,1,2,39,54,420,51,381,3,39
2014,47,25,4.480,5,0,20,10,10,1775,10,3,3,3,1,6,14,18,2,2,0,14,6,12,6,2,0,2,0,0,0,8,4,8,8,4,6,0,0,2,2,18,2,16,0,2
2014,48,89,6.150,12,1,76,26,50,2412.500,26,6,20,18,6,28,48,61,15,12,3,41,35,34,27,7,8,5,7,2,1,21,7,48,21,7,33,0,0,15,4,72,3,58,1,14
2014,49,511,7.150,69,3,439,89,350,1669.640,83,54,196,72,34,149,290,397,42,31,11,287,152,274,123,13,29,10,21,3,8,157,52,230,155,51,191,2,1,39,30,409,30,367,0,42
2014,50,76,4.350,13,1,62,5,57,736,5,33,15,7,2,15,47,57,5,4,1,31,31,29,28,2,3,2,2,0,1,19,15,28,19,15,23,0,0,5,4,58,4,53,0,5
2014,51,126,6.230,11,1,114,26,88,1720.180,26,27,31,21,9,38,76,107,7,2,5,68,46,67,40,1,6,1,1,0,5,43,20,51,43,20,44,0,0,7,8,106,8,99,0,7
2014,52,65,2.880,10,0,55,16,39,1875,16,5,22,9,3,23,32,45,10,10,0,29,26,28,17,1,9,1,9,0,0,15,9,31,15,9,21,0,0,10,6,49,6,39,0,10
2014,53,285,7.440,30,7,248,65,183,2030,65,31,84,51,17,113,135,227,21,16,5,153,95,142,85,11,10,9,7,2,3,88,40,120,86,40,101,2,0,19,22,226,21,206,1,20
2014,54,255,11.860,5,1,249,28,221,623.990,28,158,54,8,1,7,242,234,15,5,10,161,88,157,77,4,11,2,3,2,8,133,53,63,133,51,50,0,2,13,10,239,10,224,0,15
