"filing_year","area","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2014,55,38,3.570,9,0,29,2,27,1566.650,1,4,15,5,4,5,24,28,1,1,0,17,12,17,11,0,1,0,1,0,0,12,6,11,12,6,10,0,0,1,1,28,1,27,0,1
2014,56,72,3.110,12,1,59,13,46,2927.500,13,7,13,16,10,17,42,50,9,8,1,33,26,31,19,2,7,2,6,0,1,24,8,27,24,8,18,0,0,9,1,58,1,49,0,9
2014,57,50,3,9,0,41,7,34,1695,7,12,11,8,3,23,18,35,6,5,1,24,17,23,12,1,5,1,4,0,1,14,4,23,13,4,18,1,0,5,4,37,4,31,0,6
2014,58,232,3.480,49,2,181,53,128,1750,53,27,59,30,12,82,99,156,25,22,3,116,65,101,55,15,10,15,7,0,3,66,31,84,64,31,61,2,0,23,12,169,11,145,1,24
2014,59,70,2.960,10,0,60,15,45,2100,15,6,21,15,3,22,38,52,8,7,1,38,22,34,18,4,4,4,3,0,1,21,9,30,20,9,23,1,0,7,6,54,6,46,0,8
2014,60,137,1.970,13,0,124,22,102,2100,22,16,44,30,12,38,86,109,15,11,4,73,51,66,43,7,8,7,4,0,4,31,20,73,31,19,59,0,1,14,5,119,4,105,1,14
2014,61,401,4.800,80,3,318,69,249,1800,67,59,103,55,34,144,174,283,35,33,2,209,109,195,88,14,21,14,19,0,2,122,24,172,120,24,139,2,0,33,22,296,20,263,2,33
2014,62,42,2.890,11,0,31,6,25,1800,6,2,14,6,3,6,25,28,3,3,0,17,14,15,13,2,1,2,1,0,0,7,4,20,7,4,17,0,0,3,0,31,0,28,0,3
2014,63,163,3.560,18,3,142,49,93,1800,50,21,42,19,10,57,85,119,23,18,5,73,69,65,54,8,15,7,11,1,4,38,22,82,38,22,59,0,0,23,5,137,5,114,0,23
2014,64,63,2.400,13,0,50,11,39,2220,11,8,15,13,3,11,39,44,6,6,0,26,24,22,22,4,2,4,2,0,0,17,10,23,16,10,18,1,0,5,5,45,5,39,0,6
2014,65,192,7.800,30,1,161,29,132,3601.820,28,17,31,37,48,20,141,147,14,12,2,107,54,100,47,7,7,7,5,0,2,44,21,96,43,21,83,1,0,13,17,144,15,132,2,12
2014,66,678,6.760,76,4,598,107,491,1600,107,108,245,103,35,146,452,540,58,48,10,404,194,380,160,24,34,23,25,1,9,232,56,310,231,56,253,1,0,57,49,549,48,492,1,57
2014,67,425,7.140,77,6,342,96,246,2375,95,29,103,77,38,154,188,323,19,14,5,234,108,223,100,11,8,9,5,2,3,129,49,164,129,49,145,0,0,19,30,312,29,294,1,18
2014,68,663,8.100,100,1,562,139,423,1950,139,66,195,105,57,234,328,502,60,49,11,364,198,339,163,25,35,20,29,5,6,190,82,290,188,80,234,2,2,56,44,518,44,458,0,60
2014,69,703,7.620,79,5,619,147,472,1669,141,96,229,101,52,144,475,569,50,36,14,413,206,391,178,22,28,17,19,5,9,228,83,308,223,83,263,5,0,45,56,563,54,515,2,48
2014,70,126,6.320,30,2,94,29,65,2450,29,7,26,23,9,22,72,74,20,17,3,41,53,34,40,7,13,7,10,0,3,20,15,59,19,15,40,1,0,19,5,89,4,70,1,19
2014,71,865,8.240,85,12,768,117,651,1605,118,120,343,131,56,156,612,704,64,56,8,481,287,456,248,25,39,22,34,3,5,248,90,430,246,87,371,2,3,59,66,702,60,644,6,58
2014,72,57,3.680,10,2,45,14,31,3303.860,14,2,9,14,6,7,38,41,4,4,0,26,19,24,17,2,2,2,2,0,0,10,4,31,10,4,27,0,0,4,3,42,3,38,0,4
2014,73,180,5.520,20,2,158,34,124,1950,34,10,67,30,17,42,116,140,18,13,5,92,66,82,58,10,8,8,5,2,3,48,25,85,48,25,67,0,0,18,12,146,11,129,1,17
2014,74,47,4.950,6,0,41,6,35,2206.580,6,2,22,9,2,1,40,39,2,2,0,26,15,25,14,1,1,1,1,0,0,20,7,14,19,7,13,1,0,1,3,38,3,36,0,2
2014,75,143,5.910,24,2,117,41,76,2583.500,39,7,32,24,15,31,86,108,9,7,2,69,48,64,44,5,4,4,3,1,1,34,15,68,34,15,59,0,0,9,11,106,10,98,1,8
2014,76,86,2.480,1,0,85,3,82,1991.900,3,14,41,21,6,5,80,76,9,9,0,42,43,40,36,2,7,2,7,0,0,22,22,41,22,22,32,0,0,9,13,72,13,63,0,9
2014,77,471,2.340,43,1,427,76,351,2037,78,35,177,97,40,19,408,393,34,22,12,221,206,208,185,13,21,10,12,3,9,120,70,237,119,70,204,1,0,33,36,391,36,357,0,34
2015,1,660,3.330,66,5,589,123,466,2122.580,124,80,210,127,48,34,555,527,62,50,12,335,254,302,225,33,29,29,21,4,8,178,118,293,173,116,238,5,2,55,73,516,71,456,2,60
2015,2,414,2.880,67,1,346,79,267,2619.500,78,21,107,96,44,42,304,293,53,46,7,185,161,161,132,24,29,20,26,4,3,89,68,189,87,66,140,2,2,49,42,304,42,251,0,53
2015,3,455,2.030,31,5,419,110,309,1930,110,60,134,80,35,12,407,374,45,41,4,223,196,206,168,17,28,17,24,0,4,146,87,186,144,83,147,2,4,39,44,375,44,330,0,45
2015,4,123,1.080,16,1,106,26,80,2616,27,6,31,30,12,6,100,90,16,14,2,53,53,47,43,6,10,5,9,1,1,27,29,50,27,29,34,0,0,16,12,94,11,79,1,15
2015,5,42,0.590,5,0,37,13,24,2150,13,1,12,5,6,2,35,33,4,4,0,13,24,11,22,2,2,2,2,0,0,7,13,17,7,13,13,0,0,4,2,35,1,32,1,3
2015,6,292,0.840,23,1,268,37,231,2868.140,36,15,89,70,58,1,267,235,33,27,6,139,129,127,108,12,21,11,16,1,5,67,52,149,66,51,118,1,1,31,31,237,31,204,0,33
2015,7,137,0.720,16,1,120,11,109,3085,11,14,31,35,29,4,116,98,22,22,0,60,60,46,52,14,8,14,8,0,0,30,29,61,28,28,42,2,1,19,7,113,6,92,1,21
2015,8,613,1.880,33,8,572,78,494,2918.750,77,92,118,149,136,11,561,492,80,64,16,283,289,249,243,34,46,30,34,4,12,160,142,270,155,141,196,5,1,74,77,495,73,419,4,76
2015,9,12,1.250,4,0,8,1,7,2925,1,1,2,3,1,0,8,7,1,1,0,5,3,5,2,0,1,0,1,0,0,3,1,4,3,1,3,0,0,1,1,7,1,6,0,1
2015,10,48,1.370,6,0,42,4,38,2379.500,4,5,17,10,6,7,35,39,3,3,0,28,14,26,13,2,1,2,1,0,0,16,7,19,16,7,16,0,0,3,6,36,6,33,0,3
2015,11,56,1.510,13,0,43,10,33,1800,10,0,21,9,3,9,34,38,5,5,0,28,15,24,14,4,1,4,1,0,0,13,6,24,13,6,19,0,0,5,3,40,3,35,0,5
2015,12,25,2.900,6,0,19,4,15,2000,4,1,7,4,3,2,17,15,4,4,0,8,11,8,7,0,4,0,4,0,0,7,2,10,7,2,6,0,0,4,3,16,3,12,0,4
2015,13,57,1.680,10,0,47,9,38,3200,9,1,12,12,13,3,44,40,7,7,0,27,20,22,18,5,2,5,2,0,0,15,7,25,14,7,19,1,0,6,6,41,5,35,1,6
2015,14,228,2.190,53,2,173,36,137,2000,36,22,65,32,18,22,151,145,28,23,5,111,62,101,44,10,18,9,14,1,4,59,20,94,58,20,67,1,0,27,22,151,21,124,1,27
2015,15,266,2.620,50,3,213,44,169,1990,43,20,88,39,23,51,162,183,30,29,1,133,80,119,64,14,16,14,15,0,1,80,30,103,78,30,75,2,0,28,25,188,24,159,1,29
2015,16,257,2.300,43,1,213,48,165,1912.500,48,20,87,42,16,35,178,179,34,29,5,114,99,103,76,11,23,10,19,1,4,63,36,114,62,36,81,1,0,33,17,196,16,163,1,33
2015,17,110,2.750,29,0,81,13,68,2082.500,13,13,29,16,10,23,58,64,17,16,1,50,31,39,25,11,6,11,5,0,1,25,10,46,24,10,30,1,0,16,13,68,11,53,2,15
2015,18,42,2.390,9,1,32,5,27,2045,4,7,10,6,5,4,28,28,4,4,0,19,13,18,10,1,3,1,3,0,0,11,6,15,11,6,11,0,0,4,6,26,6,22,0,4
2015,19,407,3.580,96,2,309,75,234,1687.500,73,39,118,58,21,62,247,272,37,31,6,193,116,176,96,17,20,14,17,3,3,102,50,157,101,50,121,1,0,36,27,282,27,245,0,37
2015,20,155,3.880,43,3,109,18,91,2092.370,17,8,50,23,11,23,86,100,9,7,2,69,40,64,36,5,4,4,3,1,1,37,18,54,37,18,45,0,0,9,19,90,19,81,0,9
2015,21,187,2.210,38,4,145,40,105,2500,39,9,43,34,20,35,110,124,21,17,4,73,72,65,59,8,13,6,11,2,2,42,32,71,42,32,50,0,0,21,8,137,8,116,0,21
2015,22,287,1.490,59,6,222,50,172,2100,50,20,79,46,27,35,187,195,27,22,5,129,93,123,72,6,21,5,17,1,4,68,35,119,68,35,92,0,0,27,22,200,22,173,0,27
2015,23,602,5.110,126,0,476,76,400,1750,77,94,172,98,35,155,321,424,52,49,3,310,166,290,134,20,32,20,29,0,3,168,66,242,164,66,194,4,0,48,63,413,61,363,2,50
2015,24,358,1.500,62,5,291,56,235,2451.090,57,36,82,66,50,37,254,240,51,39,12,148,143,123,117,25,26,19,20,6,6,81,64,146,78,64,98,3,0,48,17,274,16,224,1,50
2015,25,1494,7.090,218,9,1267,149,1118,1653.670,148,248,548,232,91,331,936,1118,149,136,13,790,477,723,395,67,82,61,75,6,7,386,180,701,372,178,568,14,2,133,179,1088,168,950,11,138
2015,26,311,6.970,56,0,255,28,227,1700,30,50,107,45,23,83,172,226,29,26,3,168,87,152,74,16,13,15,11,1,2,84,41,130,83,41,102,1,0,28,36,219,36,190,0,29
2015,27,337,6.140,47,2,288,49,239,1680.630,48,66,100,50,24,54,234,253,35,24,11,158,130,147,106,11,24,9,15,2,9,86,63,139,84,62,107,2,1,32,22,266,20,233,2,33
2015,28,490,2.670,59,4,427,55,372,2290.800,55,100,97,118,57,17,410,373,54,36,18,225,202,203,170,22,32,22,14,0,18,135,102,190,133,102,138,2,0,52,43,384,43,330,0,54
2015,29,620,6.860,131,4,485,80,405,1950,78,64,199,96,48,137,348,418,67,54,13,315,170,292,126,23,44,19,35,4,9,155,49,281,154,48,216,1,1,65,59,426,57,361,2,65
2015,30,372,3.150,74,3,295,60,235,1500,62,45,123,50,15,122,173,266,29,24,5,196,99,188,78,8,21,8,16,0,5,118,30,147,117,30,119,1,0,28,34,261,33,233,1,28
2015,31,144,1.630,18,1,125,23,102,1650,24,19,55,20,7,45,80,110,15,9,6,67,58,60,50,7,8,6,3,1,5,36,22,67,34,22,54,2,0,13,6,119,6,104,0,15
2015,32,310,2.880,13,2,295,15,280,3566.290,15,17,73,106,84,3,292,260,35,34,1,129,166,109,151,20,15,19,15,1,0,76,96,123,73,95,92,3,1,31,42,253,37,223,5,30
2015,33,184,2.930,10,1,173,20,153,2822.090,21,14,56,42,40,2,171,161,12,9,3,94,79,90,71,4,8,4,5,0,3,60,35,78,59,35,67,1,0,11,26,147,26,135,0,12
2015,34,32,0.930,2,1,29,6,23,1936.400,6,4,9,7,3,5,24,25,4,0,4,13,16,12,13,1,3,0,0,1,3,7,5,17,7,5,13,0,0,4,0,29,0,25,0,4
2015,35,321,3.870,28,1,292,32,260,1369,29,59,158,32,14,8,284,267,25,16,9,140,152,133,134,7,18,6,10,1,8,92,68,132,92,67,108,0,1,24,35,257,35,232,0,25
2015,36,122,4.940,9,1,112,6,106,1776.880,6,22,52,28,4,3,109,97,15,10,5,65,47,58,39,7,8,6,4,1,4,41,25,46,40,24,33,1,1,13,7,105,7,90,0,15
2015,37,48,5.840,6,0,42,11,31,1051.750,11,15,10,4,2,9,33,39,3,1,2,29,13,29,10,0,3,0,1,0,2,19,4,19,19,4,16,0,0,3,4,38,4,35,0,3
2015,38,538,6.490,79,8,451,48,403,1987.940,48,82,160,106,55,49,402,396,55,50,5,251,200,227,169,24,31,24,26,0,5,120,77,254,120,76,200,0,1,54,47,404,46,350,1,54
2015,39,380,5.540,31,3,346,41,305,2100,40,45,149,81,31,21,325,297,49,42,7,172,174,150,147,22,27,20,22,2,5,73,73,200,69,71,157,4,2,43,30,316,28,269,2,47
2015,40,388,9.190,54,5,329,49,280,1700,49,47,147,66,20,47,282,284,45,38,7,203,126,184,100,19,26,18,20,1,6,87,42,200,85,41,158,2,1,42,43,286,42,242,1,44
2015,41,322,3.540,22,2,298,18,280,2031.450,16,55,114,70,43,2,296,259,39,36,3,170,128,149,110,21,18,20,16,1,2,88,67,143,87,65,107,1,2,36,31,267,30,229,1,38
2015,42,476,5.810,47,9,420,64,356,1988.750,62,59,171,79,49,75,345,365,55,49,6,259,161,230,135,29,26,27,22,2,4,129,44,247,124,44,197,5,0,50,54,366,51,314,3,52
2015,43,1910,9.240,180,8,1722,256,1466,1632.500,250,324,712,298,138,149,1573,1561,161,140,21,1080,642,1001,560,79,82,73,67,6,15,538,258,926,531,256,774,7,2,152,214,1508,208,1353,6,155
2015,44,803,8.430,100,1,702,93,609,1500,92,144,327,102,37,109,593,642,60,55,5,453,249,425,217,28,32,28,27,0,5,237,99,366,234,97,311,3,2,55,80,622,78,564,2,58
2015,45,101,6.820,18,0,83,9,74,1955,9,10,34,19,11,18,65,71,12,10,2,60,23,55,16,5,7,4,6,1,1,26,6,51,25,6,40,1,0,11,14,69,14,57,0,12
2015,46,512,7.420,83,2,427,59,368,1789.220,56,59,201,76,35,136,291,376,51,42,9,288,139,267,109,21,30,15,27,6,3,131,49,247,127,48,201,4,1,46,51,376,50,326,1,50
2015,47,29,5.130,8,0,21,7,14,3026.500,7,1,5,6,2,9,12,20,1,1,0,10,11,10,10,0,1,0,1,0,0,8,6,7,8,6,6,0,0,1,0,21,0,20,0,1
2015,48,85,5.910,30,1,54,8,46,2923,8,5,15,19,7,16,38,40,14,14,0,31,23,23,17,8,6,8,6,0,0,8,6,40,8,5,27,0,1,13,6,48,4,36,2,12
2015,49,505,7.040,95,2,408,78,330,1692,75,51,183,57,42,127,281,365,43,33,10,264,144,243,122,21,22,18,15,3,7,134,72,202,132,72,161,2,0,41,50,358,48,317,2,41
2015,50,102,5.800,6,1,95,10,85,727.300,10,56,17,8,4,23,72,84,11,7,4,42,53,38,46,4,7,1,6,3,1,26,37,32,26,37,21,0,0,11,8,87,8,76,0,11
2015,51,89,4.320,20,0,69,14,55,1700,14,17,24,12,2,19,50,63,6,6,0,48,21,45,18,3,3,3,3,0,0,30,9,30,30,9,24,0,0,6,7,62,7,56,0,6
2015,52,65,2.850,11,1,53,11,42,1943.500,11,6,23,13,0,20,33,43,10,10,0,34,19,31,12,3,7,3,7,0,0,22,8,23,22,8,13,0,0,10,6,47,6,37,0,10
2015,53,284,7.490,62,1,221,35,186,2200,36,35,71,45,34,92,129,191,30,23,7,140,81,128,63,12,18,10,13,2,5,78,25,118,78,25,88,0,0,30,20,201,20,171,0,30
2015,54,163,7.400,2,1,160,20,140,968.240,22,72,46,17,3,3,157,148,12,7,5,84,76,83,65,1,11,1,6,0,5,66,37,57,65,37,46,1,0,11,11,149,11,137,0,12
2015,55,47,4.360,6,0,41,8,33,1784.940,8,7,18,6,2,9,32,35,6,6,0,23,18,19,16,4,2,4,2,0,0,15,11,15,14,11,10,1,0,5,4,37,4,31,0,6
2015,56,60,2.560,16,0,44,10,34,1975,10,4,20,4,6,8,36,37,7,7,0,26,18,26,11,0,7,0,7,0,0,16,9,19,16,8,13,0,1,6,3,41,3,34,0,7
2015,57,60,3.440,11,1,48,14,34,2050,14,5,15,10,4,13,35,36,12,11,1,20,28,16,20,4,8,4,7,0,1,12,10,26,12,10,14,0,0,12,3,45,3,33,0,12
2015,58,201,3.030,35,0,166,43,123,1600,44,27,54,27,14,63,103,140,26,22,4,103,63,94,46,9,17,9,13,0,4,62,24,80,61,24,55,1,0,25,20,146,19,121,1,25
2015,59,79,3.320,19,2,58,14,44,1800,15,7,24,8,4,25,33,49,9,8,1,40,18,36,13,4,5,4,4,0,1,22,7,29,22,7,20,0,0,9,6,52,6,43,0,9
2015,60,108,1.540,17,1,90,10,80,1905,11,12,37,20,10,25,65,73,17,12,5,52,38,48,25,4,13,4,8,0,5,30,10,50,29,10,34,1,0,16,11,79,10,63,1,16
2015,61,388,4.580,84,1,303,62,241,1620,62,59,111,51,20,146,157,272,31,30,1,210,93,194,78,16,15,16,14,0,1,113,37,153,110,37,125,3,0,28,45,258,43,229,2,29
2015,62,51,3.400,22,0,29,7,22,2800,7,2,7,12,1,9,20,25,4,2,2,17,12,15,10,2,2,1,1,1,1,10,6,13,10,6,9,0,0,4,1,28,1,24,0,4
2015,63,188,4.030,47,0,141,23,118,1560,23,22,62,21,13,44,97,127,14,12,2,100,41,92,35,8,6,7,5,1,1,60,14,67,58,14,55,2,0,12,18,123,18,109,0,14
2015,64,74,2.710,21,0,53,5,48,1900,4,4,28,13,4,11,42,46,7,7,0,39,14,35,11,4,3,4,3,0,0,18,7,28,18,7,21,0,0,7,3,50,3,43,0,7
2015,65,115,4.520,39,0,76,12,64,2685.680,13,9,19,24,11,23,53,64,12,12,0,43,33,39,25,4,8,4,8,0,0,22,13,41,22,13,29,0,0,12,6,70,6,58,0,12
2015,66,671,6.670,129,5,537,74,463,1700,73,92,228,113,31,171,366,474,63,50,13,338,199,315,159,23,40,19,31,4,9,180,60,297,175,60,239,5,0,58,69,468,65,409,4,59
2015,67,454,7.750,115,0,339,67,272,2050,66,49,110,75,39,165,174,297,42,38,4,224,115,208,89,16,26,15,23,1,3,122,49,168,117,49,131,5,0,37,44,295,43,254,1,41
2015,68,600,7.460,110,6,484,75,409,1915,72,78,203,87,44,168,316,426,58,54,4,334,150,309,117,25,33,24,30,1,3,168,53,263,168,52,206,0,1,57,70,414,70,356,0,58
2015,69,810,8.860,148,7,655,93,562,1508,91,153,264,109,38,144,511,594,61,51,10,436,219,406,188,30,31,28,23,2,8,225,78,352,221,76,297,4,2,55,64,591,62,532,2,59
2015,70,127,6.140,42,2,83,21,62,2777.500,21,7,21,21,13,20,63,58,25,22,3,47,36,37,21,10,15,9,13,1,2,21,15,47,19,14,25,2,1,22,5,78,4,54,1,24
2015,71,849,8,128,6,715,70,645,1616.190,69,131,336,131,48,155,560,651,64,56,8,469,246,440,211,29,35,27,29,2,6,234,80,401,232,80,339,2,0,62,88,627,88,563,0,64
2015,72,65,4.200,17,1,47,11,36,2400,10,4,17,12,4,3,44,36,11,11,0,27,20,21,15,6,5,6,5,0,0,10,3,34,9,3,24,1,0,10,3,44,3,33,0,11
2015,73,206,6.290,65,0,141,18,123,2100,17,15,56,38,15,36,105,120,21,19,2,83,58,73,47,10,11,10,9,0,2,38,21,82,37,21,62,1,0,20,18,123,17,103,1,20
2015,74,50,5.160,2,0,48,4,44,1849.800,4,6,27,6,5,0,48,43,5,5,0,31,17,29,14,2,3,2,3,0,0,22,8,18,22,8,13,0,0,5,10,38,10,33,0,5
2015,75,121,4.850,31,1,89,12,77,2715,12,7,26,27,17,18,71,82,7,7,0,58,31,55,27,3,4,3,4,0,0,30,14,45,30,14,38,0,0,7,12,77,12,70,0,7
2015,76,64,1.800,3,0,61,7,54,2251.360,7,5,26,18,5,3,58,55,6,6,0,32,29,31,24,1,5,1,5,0,0,21,11,29,21,10,24,0,1,5,8,53,8,47,0,6
2015,77,461,2.280,47,5,409,146,263,2323.500,145,34,104,80,46,11,398,358,51,42,9,211,198,189,169,22,29,19,23,3,6,120,85,204,118,82,158,2,3,46,38,371,35,323,3,48
2016,1,553,2.750,56,5,492,99,393,2157.500,98,47,193,107,47,37,455,431,61,54,7,289,203,255,176,34,27,32,22,2,5,166,103,223,159,103,169,7,0,54,72,420,67,364,5,56
2016,2,377,2.550,71,6,300,56,244,2666.890,56,18,93,86,47,29,271,253,47,43,4,178,122,152,101,26,21,26,17,0,4,91,49,160,87,48,118,4,1,42,43,257,40,213,3,44
2016,3,407,1.810,34,1,372,114,258,1945,115,59,93,75,30,12,360,328,44,27,17,194,178,173,155,21,23,17,10,4,13,110,80,182,106,80,142,4,0,40,41,331,39,289,2,42
2016,4,91,0.790,11,1,79,17,62,2505,16,6,25,22,10,5,74,69,10,9,1,45,34,38,31,7,3,7,2,0,1,24,16,39,23,16,30,1,0,9,8,71,7,62,1,9
2016,5,46,0.650,8,0,38,7,31,2700,7,4,9,12,6,2,36,33,5,5,0,13,25,10,23,3,2,3,2,0,0,7,10,21,7,10,16,0,0,5,2,36,1,32,1,4
2016,6,246,0.710,21,2,223,22,201,2865.250,22,11,59,89,42,7,216,195,28,27,1,118,105,103,92,15,13,15,12,0,1,71,47,105,71,46,78,0,1,27,38,185,35,160,3,25
2016,7,152,0.800,20,2,130,27,103,2553.870,27,16,33,28,26,3,127,106,24,18,6,63,67,57,49,6,18,5,13,1,5,35,29,66,35,29,42,0,0,24,13,117,13,93,0,24
2016,8,525,1.560,42,5,478,50,428,2724.220,50,71,124,127,106,7,471,420,58,51,7,225,253,200,220,25,33,24,27,1,6,122,129,227,119,129,172,3,0,55,65,413,61,359,4,54
2016,9,8,0.820,1,0,7,2,5,2543.210,2,0,2,2,1,0,7,4,3,3,0,2,5,0,4,2,1,2,1,0,0,0,3,4,0,3,1,0,0,3,0,7,0,4,0,3
2016,10,51,1.460,9,0,42,9,33,2200,9,5,12,11,5,6,36,37,5,4,1,28,14,26,11,2,3,2,2,0,1,17,4,21,16,4,17,1,0,4,5,37,5,32,0,5
2016,11,65,1.700,11,0,54,10,44,2762.410,10,1,16,13,14,6,48,44,10,9,1,37,17,32,12,5,5,5,4,0,1,21,8,25,21,7,16,0,1,9,8,46,7,37,1,9
2016,12,13,1.550,1,0,12,4,8,3130,4,1,2,3,2,0,12,10,2,2,0,6,6,5,5,1,1,1,1,0,0,5,2,5,5,2,3,0,0,2,0,12,0,10,0,2
2016,13,39,1.120,11,0,28,14,14,2300,14,1,8,2,3,5,23,26,2,2,0,15,13,14,12,1,1,1,1,0,0,9,5,14,8,5,13,1,0,1,4,24,4,22,0,2
2016,14,171,1.660,35,3,133,30,103,2466.040,29,12,41,28,23,14,119,118,15,14,1,72,61,67,51,5,10,5,9,0,1,40,23,70,40,23,55,0,0,15,29,104,29,89,0,15
2016,15,241,2.390,43,0,198,27,171,2200,26,16,80,49,27,24,174,170,28,26,2,122,76,109,61,13,15,12,14,1,1,60,34,104,58,32,80,2,2,24,31,167,30,140,1,27
2016,16,170,1.500,34,1,135,24,111,2300,24,14,48,30,19,20,115,116,19,17,2,83,52,72,44,11,8,9,8,2,0,39,18,78,38,18,60,1,0,18,19,116,18,98,1,18
2016,17,97,2.350,33,1,63,14,49,3100,13,10,11,16,13,16,47,56,7,7,0,39,24,38,18,1,6,1,6,0,0,26,9,28,26,9,21,0,0,7,9,54,9,47,0,7
2016,18,52,2.970,12,0,40,5,35,2180,5,5,14,10,6,4,36,36,4,4,0,26,14,22,14,4,0,4,0,0,0,8,5,27,8,5,23,0,0,4,2,38,2,34,0,4
2016,19,339,3,81,3,255,51,204,2100,52,28,98,53,24,63,192,219,36,35,1,163,92,145,74,18,18,18,17,0,1,84,31,140,83,30,106,1,1,34,32,223,30,189,2,34
2016,20,134,3.340,34,1,99,17,82,2251.500,15,8,42,27,7,26,73,87,12,10,2,65,34,60,27,5,7,5,5,0,2,37,11,51,37,11,39,0,0,12,16,83,16,71,0,12
2016,21,144,1.670,25,1,118,23,95,2482.500,24,7,41,32,14,20,98,99,19,18,1,59,59,49,50,10,9,10,8,0,1,28,21,69,27,21,51,1,0,18,15,103,13,86,2,17
2016,22,219,1.140,33,0,186,41,145,2400,41,25,53,44,23,27,159,160,26,23,3,117,69,103,57,14,12,13,10,1,2,61,35,90,58,35,67,3,0,23,33,153,32,128,1,25
2016,23,506,4.330,115,5,386,68,318,2194.500,68,45,144,90,39,106,280,336,50,43,7,268,118,238,98,30,20,25,18,5,2,149,40,197,147,39,150,2,1,47,56,330,56,280,0,50
2016,24,242,1.010,34,3,205,38,167,2600,38,26,54,55,32,28,177,174,31,29,2,107,98,90,84,17,14,16,13,1,1,55,39,111,54,39,81,1,0,30,23,182,21,153,2,29
2016,25,1346,6.450,213,14,1119,143,976,1791,139,166,511,209,94,255,864,991,128,110,18,692,427,635,356,57,71,52,58,5,13,320,126,673,313,123,555,7,3,118,161,958,158,833,3,125
2016,26,286,6.530,43,2,241,31,210,1990,31,25,103,55,27,61,180,215,26,22,4,148,93,138,77,10,16,10,12,0,4,50,32,159,49,31,135,1,1,24,28,213,28,187,0,26
